Branch,CGPA,AllottedStationName,Stipend,AllotedSemester1,AllotedSemester2
B3A7,7.3,MSCI Services Pvt. Ltd. - NPD,60000,1,1
N/A,6.47,ASBL,40000,1,1
A2,7.297,AECOM - Gurugram,N/A,1,0
AA,7.296,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,1,0
A3,7.294,JPMC - GR&C Wholesale Credit Risk - Product Owner Team,150000,1,0
A3,7.292,PayU Payments,N/A,1,0
A4,7.291,"SG Analytics, Bengaluru",N/A,1,0
A7,7.29,Myntra Designs Pvt. Ltd,60000,,1
A3,7.29,Myntra Designs Pvt. Ltd,60000,0,1
B3A7,7.29,iCIMS,100000,,1
A8,7.281,"OfBusiness,Gurugram",N/A,1,0
AA,7.28,"Vegapay Technology Private Limited - Tech, Gurgaon",40000,0,1
B2AA,7.28,SiFive India Pvt Ltd,N/A,1,1
B2A3,7.28,"Piramal Group - Tech,Mumbai",75000,1,1
A7,7.28,Nykaa - Engineering,N/A,,1
A8,7.28,Nykaa - Analytics,N/A,0,1
B3AA,7.28,MSCI Services Pvt. Ltd. - Index Management Research,60000,1,1
A7,7.28,McCain Foods (India) Pvt. Ltd.,50000,,1
B4A4,7.28,"JPMC CIB Research & Analytics, Global Research",150000,1,1
B5AA,7.28,Eltropy ( Work on the U.S. time zone ),50000,1,1
A1,6.783,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",30000,1,0
A3,7.279,Critical Path Technologies Private Limited (“SalarySe) - Tech,N/A,1,0
A8,7.278,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A8,7.277,SiFive India Pvt Ltd,N/A,1,0
A7,7.277,RIGI - Software Development,N/A,1,0
AA,7.275,Texas Instruments - Analog,60000,1,0
A3,7.27,SILICON LABS,N/A,0,1
B4A7,7.27,Siemens EDA (Formerly Mentor Graphics) - Analog,40000,1,1
B3A7,7.27,Postman,60000,1,1
AA,7.27,McCain Foods (India) Pvt. Ltd.,50000,,1
B2A7,7.27,JPMC - GR&C WCR Counterparty Credit Risk,150000,1,1
A7,7.269,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A7,7.262,"Adecco India,Bengaluru",N/A,1,0
AA,7.26,Walmart,100000,,1
B3A1,7.26,"UBS- QRM, Mumbai",60000,0,1
B3A8,7.26,"UBS- QRM, Mumbai",60000,1,1
A3,7.26,Texas Instruments - Embedded Software,60000,0,1
A3,7.26,Carrier Technologies India Limited,N/A,0,1
A7,7.26,Apple-MDS-MD team,90000,,1
A3,7.255,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,1,0
A4,7.255,CSIR-NAL,N/A,1,0
A1,7.23,KPMG- GBS,30000,0,1
A4,7.255,Carbon Impact Capial Pvt Ltd,N/A,1,0
B1A4,7.25,"UBS - Reporting and Analytics, Pune",60000,1,1
A7,7.25,JPMC CIB R&A – Banking,75000,,1
A7,7.25,"Adecco India,Bengaluru",N/A,1,0
A1,7.673,"KPMG,Chennai",30000,1,0
A7,7.248,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,1,0
A7,7.245,"Vegapay Technology Private Limited - Tech, Gurgaon",40000,1,0
A7,7.245,"Porter - Tech,Bengaluru",80000,1,0
A7,7.243,Scapia Technology Private Limited - Business Analyst,100000,1,0
A3,7.243,House of Vaaree Pvt Ltd - Non Tech,N/A,1,0
B3,7.242,"Delightful Gourmet Private Limited, Licious",N/A,1,0
A1,7.444,"KPMG,Chennai",30000,1,0
A7,7.24,Nurix Labs Private Limited - Tech,N/A,,1
B3A7,7.24,MSCI Services Pvt. Ltd. - NPD,60000,1,1
B1A4,7.24,"JPMC CIB Research & Analytics, Global Research",150000,1,1
A1,6.676,Mitigata: Smart Cyber Insurance,25000,1,0
B1A4,7.24,CloudFiles Technologies Inc- NON IT,N/A,1,1
B3AA,7.24,AMAZON SDE,143000,1,1
AA,7.231,"VINJEY Software Systems Pvt. Ltd., Bengaluru",N/A,1,0
A4,7.231,Bajaj Electricals,N/A,1,0
B5A3,7.23,Texas Instruments - Analog,60000,0,1
B2A7,7.23,Nykaa - Engineering,N/A,1,1
A1,8.11,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,,1
B5A7,7.23,JPMC Market Risk Product Analytics,150000,1,1
A8,7.23,JPMC CIB R&A- Banking&Fintech,75000,0,1
A7,7.23,JPMC CIB R&A – Banking,75000,,1
A3,7.23,Infineon - Electronics,N/A,0,1
A7,7.23,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,,1
B3A3,7.23,AMAZON SDE,143000,1,1
AA,7.228,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,1,0
A5,7.224,"LifeGuru (Breeo Solutions Pvt Limited) - Non Tech, Bengaluru",30000,1,0
A8,7.221,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,1,0
A3,7.22,"OfBusiness,Gurugram",N/A,1,0
A8,7.22,"OfBusiness,Gurugram",N/A,1,0
B3A8,7.22,"OfBusiness,Gurugram",N/A,1,1
A8,7.22,Goodera - Product,35000,0,1
AA,7.22,"ClearTax,Bengaluru",N/A,,1
A7,7.22,"Avalara Technologies,Pune",50000,,1
B3A7,7.22,AMAZON SDE,143000,1,1
A4,7.219,Bajaj Electricals,N/A,1,0
A7,7.218,Tectonic Technologies Inc - Software Engineering,60000,1,0
A7,7.218,"Ministry of Tribal Affairs,New Delhi",N/A,1,0
A2,7.218,House of Vaaree Pvt Ltd - Non Tech,N/A,1,0
B2A7,7.21,"Synchrony, Hyderabad",45000,1,1
A7,7.21,SEDEMAC Mechatronics Limited,30000,,1
B2A3,7.21,"OfBusiness,Gurugram",N/A,1,1
B2A8,7.21,HSBC - Analyst,65000,0,1
B3A7,7.21,"Flipkart (Software Development),Bengaluru",100000,1,1
A7,7.21,AMAZON SDE,143000,,1
A4,7.207,"DBOI - MRAC,Mumbai",50000,1,0
A2,7.206,RIGI - Strategy,37000,1,0
A4,7.206,Feedback Business Insights Pvt. Ltd,N/A,1,0
A3,7.204,"Mercedes Benz,Bengaluru",N/A,1,0
A3,7.2,"Vegapay Technology Private Limited - Tech, Gurgaon",40000,0,1
B2A7,7.2,Vegapay Technology Private Limited - Tech,40000,1,1
A7,7.2,"QualityKiosk Technologies India Pvt Ltd , Navi mumbai",70000,,1
B4A7,7.2,"Porter - Tech,Bengaluru",80000,1,1
A4,7.2,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
A7,7.2,IBM,30000,,1
A7,7.2,IBM,30000,,1
B2A4,7.2,Goodera - Engineering,35000,1,1
B4AA,7.2,"DBOI - GCAF,Mumbai",50000,1,1
B4A7,7.2,Bitespeed - Web Development,N/A,1,1
A7,7.196,RIGI - Software Development,N/A,1,0
A7,7.19,"Vegapay Technology Private Limited - Tech, Gurgaon",40000,,1
B5A2,7.19,KPMG- GBS,30000,1,1
B1A1,7.19,Goodera - Product,35000,0,1
A8,7.186,"Ministry of Tribal Affairs,New Delhi",N/A,1,0
A3,7.185,"DBOI - GCAF,Mumbai",50000,1,0
A7,7.183,Viacom - Android and Android TV Development,N/A,1,0
AA,7.182,"DBOI- Global Reporting, Pune",50000,1,0
A8,7.182,"AMD,Hyderabad",35000,1,0
AA,7.18,Unique Solutions,N/A,0,1
B2A1,7.18,Udaan,N/A,0,1
B5A4,7.18,Qure.ai - Product Management,40000,1,1
A8,7.18,"Micron Technology, Hyderabad/ Bangalore",50000,0,1
B3A7,7.18,Harness.io,80000,1,1
B3A3,7.18,DBOI MVRM Ex Vals,50000,0,1
AA,7.18,Clientell Technologies Pvt. Ltd,N/A,0,1
B3,7.179,"UBS- Product Control (Finance), Hyderabad",60000,1,0
AA,7.174,"Ola Electric,Bengaluru",N/A,1,0
B3AA,7.17,"UBS- QRM, Mumbai",60000,1,1
B3A3,7.17,"UBS- QRM, Mumbai",60000,1,1
B2A4,7.17,"Siemens Energy, Vadodara",40000,1,1
B4A7,7.17,Porter - Business Internship.,40000,1,1
AA,7.17,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,0,1
AA,7.17,"Avalara Technologies,Pune",50000,0,1
A3,7.167,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
A4,7.167,"DBOI - IB CFO,Mumbai",50000,1,0
A4,7.164,Viacom - D2C Subscriptions – ChatBots (WhatsApp and RCS),N/A,1,0
B5AA,7.16,Siemens EDA (Formerly Mentor Graphics) - Analog,40000,,1
N/A,5.56,"MBB Labs Private Limited (Maybank),Bengaluru",35000,,1
B3A7,7.16,Piramal Pharma Limited - BIU,75000,1,1
B5AB,7.16,PIEDS BITS Pilani,0,0,1
B3A3,7.16,"JPMC CIB Research & Analytics, Global Research",150000,1,1
A7,7.16,"HERE Technologies India Pvt. Ltd,Mumbai",50000,,1
B3A7,7.16,Happay - Golang,75000,1,1
A7,7.16,Earnin,N/A,,1
B2A2,7.16,"DBOI - GCAF,Mumbai",50000,0,1
B1A7,7.16,Bitespeed - Founder's Office,N/A,1,1
A3,7.16,"Aptiv ,Bengaluru",50000,0,1
AA,7.16,"AMD,Hyderabad",35000,1,0
B1AA,7.16,"AMD,Hyderabad",35000,1,1
A2,7.155,CSIR - Central Road Research Institute (CRRI),N/A,1,0
AA,7.154,Eltropy ( Work on the U.S. time zone ),50000,1,0
AA,7.15,"UBS - GOTO, Pune",60000,0,1
B1A2,7.15,"KFin Technologies Private Limited,Hyderabad",N/A,1,1
A3,7.15,JPMC CIB R&A – Banking,75000,0,1
A3,7.149,Siemens EDA (Formerly Mentor Graphics) - Analog,40000,1,0
A3,7.148,RIGI Digital Marketing,26000,1,0
A7,7.144,House of Vaaree Pvt Ltd - Tech,N/A,1,0
A4,7.142,Mercedes Benz - Data Analysis,N/A,1,0
A1,7.24,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,0,1
B1A3,7.14,Texas Instruments - Analog,60000,1,1
B2A7,7.14,Nielsen Global Media,50000,,1
AB,7.05,KPMG- GBS,30000,0,1
AA,7.14,JPMC CIB R&A – Banking,75000,,1
A3,7.14,DBOI MVRM Ex Vals,50000,0,1
B5A8,7.14,Clientell Technologies Pvt. Ltd,N/A,,1
A7,7.14,"Aptiv ,Bengaluru",50000,,1
A8,7.136,ST Micro Hardware,N/A,1,0
A8,7.132,"Genpact AIML Data Scientist - AI Practice, Bengaluru",30000,1,0
A2,7.131,Goodera - CSM,35000,1,0
A2,7.131,CSIR - Central Road Research Institute (CRRI),N/A,1,0
A4,7.13,WCB Robotics India Pvt Ltd - Mechanical,32500,0,1
A3,7.13,"Micron Technology, Hyderabad/ Bangalore",50000,0,1
A4,7.13,INDUS INTERNATIONAL FZC,N/A,0,1
B5AA,7.13,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,1,1
A4,7.124,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
A8,7.123,SiFive India Pvt Ltd,N/A,1,0
B5AB,7.12,PIEDS BITS Pilani,0,0,1
A7,7.12,Nykaa - Analytics,N/A,,1
A8,7.12,JPMC CIB R&A – Banking,75000,0,1
A7,7.12,"JPMC - G&C - CIO, Treasury & Corporate (CTC) Risk team – Innovation & Analytics",150000,,1
A4,7.12,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,0,1
AA,7.12,"Cadence Design Systems,Bengaluru",N/A,,1
A8,7.113,"Lenskart Solutions Private Limited, Bhiwandi, Gurugram",N/A,,
AA,7.11,Standard Chartered Global Business Services,N/A,,1
A3,7.11,"Siemens,Goa",40000,1,0
B2A8,7.11,"OfBusiness,Gurugram",N/A,1,1
A7,7.11,Nielsen Global Media,50000,,1
A7,7.11,McCain Foods (India) Pvt. Ltd.,50000,,1
B2A3,7.11,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",30000,1,1
B5AA,7.11,"AMD,Bengaluru",35000,1,1
A4,7.108,DBOI MVRM Vals,50000,1,0
A3,7.104,"UBS- Risk Data, Mumbai",60000,1,0
B3A4,7.1,"UBS- QRM, Mumbai",60000,1,1
B1A8,7.1,Standard Chartered Global Business Services,N/A,0,1
B1A7,7.1,"RIGI - IT,Bengaluru",51000,1,1
B1A4,7.1,Meesho - APM,35000,1,1
B3A3,7.1,Agnext Technologies,N/A,0,1
A7,7.096,Vegapay Technology Private Limited - Tech,40000,1,0
A8,7.094,"AMD,Bengaluru",35000,1,0
A4,7.093,"DBOI - OPS, Bengaluru",50000,1,0
A4,7.09,"Time tooth Technologies Pvt Ltd, Noida/Bengaluru",N/A,0,1
B1A1,7.09,Meesho,35000,0,1
B2A4,7.09,"KFin Technologies Private Limited,Hyderabad",N/A,1,1
B3A4,7.09,"DBOI - Business Finance,Mumbai",50000,1,1
B5A8,7.09,Clientell Technologies Pvt. Ltd,N/A,1,1
A7,7.089,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A7,7.087,"Niveus Solutions Pvt. Ltd, Mangalore",N/A,1,0
A8,7.082,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
A7,7.08,Wissen Infotech,30000,0,1
A3,7.08,TIF Labs Pvt. Ltd,N/A,0,1
B4A7,7.08,JPMC - GR&C CCB Risk Strategic Analytics,75000,1,1
A4,7.08,"International Aerospace Manufacturing Pvt. Ltd, Bengaluru",20000,0,1
B2A4,7.08,BigBasket,50000,1,1
A7,7.077,Viacom - Android and Android TV Development,N/A,1,0
A7,7.077,Eltropy ( Work on the U.S. time zone ),50000,1,0
AA,7.07,Telekonnectors Ltd,25000,0,1
A7,7.07,Tectonic Technologies Inc - Software Engineering,60000,,1
A1,6.76,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,0,1
A7,7.07,"Aptiv ,Bengaluru",50000,,1
A8,7.069,"Pixis - Tech, Bengaluru",40000,1,0
A7,7.067,"Synchrony, Hyderabad",45000,1,0
A1,6.7,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,0,1
A8,7.064,JPMC CIB R&A – Banking,75000,1,0
A4,7.063,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
B3A7,7.06,LENS Corporation,75000,1,1
AA,7.06,Concentric Software India Private Limited,N/A,0,1
A8,7.059,Smart Joules Pvt Ltd.,N/A,1,0
A4,7.057,Siemens - Simulation and Digital Twin,40000,1,0
A3,7.055,Siemens EDA (Formerly Mentor Graphics) - Analog,40000,1,0
B3A3,7.05,"UBS- QRM, Mumbai",60000,1,1
B5A4,7.05,"Siemens Energy, Gurugram",40000,0,1
B5AA,7.05,McCain Foods (India) Pvt. Ltd.,50000,1,1
B1A4,7.05,Mahindra Accelo Ltd- Mumbai (Worli),25000,0,1
N/A,6.06,"Zoplar - IT,Gurugram",30000,0,1
A3,7.047,"DBOI - Business Finance,Mumbai",50000,1,0
B3A7,7.04,"JPMC CIB Research & Analytics, Global Research",150000,1,1
AB,7.039,MSCI Services Pvt. Ltd. - Index Management Research,60000,1,0
A5,7.039,Incedo,N/A,1,0
A7,7.037,JPMC CIB R&A- Banking&Fintech,75000,1,0
A4,7.03,"Siemens Energy, Gurugram",40000,0,1
B4A7,7.03,Nielsen Global Media,50000,1,1
A3,7.03,JPMC CIB R&A – Banking,75000,,1
B1A1,7.03,"DBOI - IB CFO,Mumbai",50000,0,1
B1A4,7.03,Bugbase Security Private Limited,N/A,1,1
A4,7.029,Tectonic Technologies Inc - Business Analytics,N/A,1,0
A4,7.029,Mitigata: Smart Cyber Insurance,25000,1,0
A4,7.028,Unity Growth Investments Pvt Ltd- Non Tech,N/A,1,0
B1A4,7.02,"UBS- Finance Liquidity and Funding Modelling, Powai",60000,1,1
B3A7,7.02,"RIGI - IT,Bengaluru",51000,1,1
AA,7.02,"Micron Technology, Hyderabad/ Bangalore",50000,0,1
A1,6.371,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,1,
A8,7.019,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A1,5.636,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,1,0
B4A4,7.01,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,1
B2AA,7.01,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,1
A4,7.01,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,1,
AA,7.01,Carrier Technologies India Limited,N/A,0,1
B4A8,7.01,"Bread Financial , Bengaluru",N/A,1,1
A4,7.009,"Lenskart Solutions Private Limited, Bhiwandi, Gurugram",N/A,1,0
A4,7.009,"DBOI-ERM,Mumbai.",50000,1,0
A4,7,"Lenskart Solutions Private Limited, Bhiwandi, Gurugram",N/A,1,0
A1,6.735,"Aditya Birla Science & Technology Company Ltd. (ABSTC) ,Mumbai",N/A,1,0
A3,7,Goodera - Category,35000,1,0
A3,7,"AMD,Hyderabad",35000,1,0
AA,6.99,Zomato (Grofers),60000,,1
A8,6.99,Texas Instruments -- Product Marketing,60000,0,1
B4A8,6.99,Immensitas Pvt. Ltd. (Lemnisk),50000,1,1
A4,6.99,Goodera - CSM,35000,1,0
B2AA,6.99,Clientell Technologies Pvt. Ltd,N/A,,1
AA,6.981,"Lenskart Solutions Private Limited, Bhiwandi, Gurugram",N/A,1,0
A3,6.981,FanPlay IoT Technologies Pvt Ltd,N/A,1,0
A7,6.98,"UBS- RAS (Finance), Pune",60000,,1
B4A7,6.98,"UBER - Data Science, Hyderabad/Bengaluru",187000,0,1
B3A7,6.98,PIEDS BITS Pilani,0,1,1
B4A3,6.98,Eureka Forbes Ltd - Bengaluru,40000,0,1
B2A8,6.98,"DBOI - MRAC,Mumbai",50000,1,1
A8,6.98,Darwinbox Digital Solutions Pvt. Ltd.,N/A,0,1
A3,6.972,MSCI Services Pvt. Ltd. - Index Management Research,60000,1,0
A4,6.971,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
A4,6.971,"keeplearningOS (kOS), Mumbai",N/A,1,0
B1A3,6.97,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,N/A,0,1
AA,6.97,"Novartis- Data Science & Analytics Raidurg, Hyderabad",N/A,,1
A3,6.97,Areete Business Solutions,N/A,0,1
AA,6.964,Vehant Technologies Pvt. Ltd.,N/A,1,0
A4,6.963,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
AA,6.962,Immensitas Pvt. Ltd. (Lemnisk),50000,1,0
B5A4,6.96,UST- SI Digital Transform,N/A,1,1
B5A4,6.96,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,1
B2A3,6.96,"AMD,Hyderabad",35000,1,1
AA,6.959,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
AA,6.954,"Genpact AIML Data Scientist - AI Practice, Bengaluru",30000,1,0
A4,6.95,"Siemens Energy, Vadodara",40000,0,1
A8,6.945,"KFin Technologies Private Limited,Hyderabad",N/A,1,
A3,6.945,Intellihealth Solutions Pvt. Ltd. - Truemeds,N/A,1,0
A4,6.944,"DBOI - OPS, Bengaluru",50000,1,0
A4,6.943,"Mosdorfer India Pvt. Ltd. ,Nashik",15000,1,0
A4,6.941,"Mach33.aero,Bengaluru",N/A,1,0
A7,6.94,"Porter - Product Management ,Bengaluru",40000,,1
B4A1,6.94,MSD Pharmaceuticals India Private Limited,N/A,1,1
B3A3,6.94,"Morningstar - New Product Development, Mumbai",50000,1,1
B2A8,6.94,HSBC - Analyst,65000,0,1
B4A7,6.94,Digicert Security India Pvt Ltd,N/A,1,1
A4,6.937,"Ministry of Tribal Affairs,New Delhi",N/A,1,0
AA,6.932,Digicert Security India Pvt Ltd,N/A,1,0
A7,6.931,"Synchrony, Hyderabad",45000,1,0
AB,6.925,Centre for Effective Governance of India States (CEGIS) - New Delhi,N/A,1,0
AA,6.923,"Mercedes Benz,Bengaluru",N/A,1,0
N/A,7.14,Mitra Robot India Pvt Ltd,25000,0,1
A4,6.92,Purplle,50000,0,1
B5AA,6.92,Meesho - APM,35000,1,1
A1,6.657,"Aditya Birla Science & Technology Company Ltd. (ABSTC) ,Mumbai",N/A,1,0
B5A7,6.92,Greenfinch Global Consulting-IT,N/A,1,1
AA,6.92,"ClearTax,Bengaluru",N/A,,1
A3,6.918,Standard Chartered Global Business Services,N/A,,1
A1,5.537,Aerialborne,N/A,1,
A5,6.917,DMI Finance Limited,N/A,1,0
AA,6.913,Digicert Security India Pvt Ltd,N/A,1,0
B3AA,6.91,"Morningstar - Index Management and Analytics,Mumbai",50000,1,1
B4A3,6.91,KPMG- GBS,30000,1,1
B4A4,6.91,Harman DTS,40000,1,1
A4,6.909,"CASHe, Hyderabad",N/A,1,0
AA,6.904,"IUDX Program Unit, Indian Institute of science - Data Kaveri,Bengaluru",30000,1,0
A4,6.902,"Divgi TorqTransfer Systems Pvt. Ltd. Sirsi, Karnataka",N/A,1,0
A7,6.9,"Synchrony, Hyderabad",45000,,1
B4A8,6.9,"IUDX Program Unit, Indian Institute of science - Data Kaveri,Bengaluru",30000,1,1
B4AA,6.9,Goodera - Product,35000,1,1
B4AA,6.9,"Bread Financial , Bengaluru",N/A,1,1
A8,6.898,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A7,6.894,"Mach33.aero,Bengaluru",N/A,1,0
A4,6.894,"Genpact - H&M, One Data and AI, Bengaluru",30000,1,0
A3,6.89,Genpact- Data Scientist - Gurugram,30000,1,0
B3AA,6.89,"ClearTax,Bengaluru",N/A,1,1
A3,6.889,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
A3,6.888,Genpact -Data Scientist - Hyderabad,30000,1,0
A2,6.885,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
A8,6.881,Genpact- Data Scientist - Gurugram,30000,1,0
B3A3,6.88,"UBS- QRM, Mumbai",60000,1,1
B1A4,6.88,Harman DTS,40000,,1
A8,6.88,"Exobot Dynamics Pvt Ltd,Sonepat",12000,0,1
B2A4,6.88,ASBL,40000,1,1
A3,6.874,"Mercedes Benz,Bengaluru",N/A,1,0
B3AA,6.87,"UBS- QRM, Mumbai",60000,1,1
B4A8,6.87,Standard Chartered Global Business Services,N/A,0,1
A8,6.87,SkyServe- Hyspace Technologies Pvt Ltd,N/A,0,1
B2A3,6.87,"Intel,Bengaluru",40000,1,1
B4A4,6.87,Eureka Forbes Ltd - Bengaluru,40000,1,1
B1A3,6.87,AMAZON SDE,143000,1,1
A8,6.862,Genpact- Data Scientist - Gurugram,30000,1,0
B2A7,6.86,"RIGI - IT,Bengaluru",51000,1,1
B3A4,6.86,"DBOI - Business Finance,Mumbai",50000,1,1
A4,6.856,Bread Financial,N/A,1,0
A4,6.853,CSIR-NAL,N/A,1,0
B1A7,6.85,"RIGI - IT,Bengaluru",51000,,1
B1A4,6.85,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",30000,1,1
A1,8.15,"AgroStar,Pune",N/A,0,1
A1,7.95,"AgroStar,Pune",N/A,0,1
A4,6.848,"L&T Precision Engineering & Systems IC, Pune",N/A,1,0
A4,6.848,"DBOI - MRAC,Mumbai",50000,1,0
AA,6.847,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A4,6.843,"Meraki Labs - Business Development and Account Management, Bengaluru",N/A,1,0
A2,6.842,"AECOM, Kolkata",N/A,1,0
B5AA,6.84,Digicert Security India Pvt Ltd,N/A,1,1
A3,6.84,CloudFiles Technologies Inc- NON IT,N/A,,1
A2,6.837,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
A4,6.833,"Zetwerk Manufacturing Businesses, Noida",N/A,1,0
A1,5.813,Assiduus Global,N/A,1,0
B5A4,6.83,Nurix Labs Private Limited - Non Tech,N/A,1,1
B3A4,6.83,MSCI Services Pvt. Ltd. - NPD,60000,1,1
B4A7,6.83,Align (Invisalign India LLP) - System Integration,N/A,1,1
A5,6.827,"Porter - Product Management ,Bengaluru",40000,1,0
A4,6.824,"Zetwerk Manufacturing Businesses, Noida",N/A,1,0
A8,6.822,Genpact -Data Scientist - Hyderabad,30000,1,0
A3,6.821,"IUDX Program Unit, Indian Institute of science - Data Kaveri,Bengaluru",30000,1,0
A3,6.82,SEDEMAC Mechatronics Limited,30000,0,1
B5A2,6.82,PIEDS BITS Pilani,0,0,1
A7,6.82,Griddynamics- Data Science,N/A,,1
AA,6.82,Darwinbox Digital Solutions Pvt. Ltd.,N/A,,1
A8,6.817,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A2,6.812,Centre for Effective Governance of India States (CEGIS) -Bengaluru,N/A,1,0
AA,6.812,Centre for Effective Governance of India States (CEGIS) - New Delhi,N/A,1,0
A4,6.81,"Siemens Energy, Gurugram",40000,0,1
A3,6.81,"Samsung R & D Institute -,Bengaluru",N/A,1,0
B4AA,6.81,MSD Pharmaceuticals India Private Limited,N/A,1,1
A4,6.81,"CIRT- CENTRAL INSTITUTE OF ROAD TRANSPORT, PUNE",N/A,0,1
B4A4,6.81,"CIRT- CENTRAL INSTITUTE OF ROAD TRANSPORT, PUNE",N/A,1,1
A2,6.808,Synergiz Global - Civil,N/A,1,0
A3,6.806,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A4,6.802,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
A3,6.802,Genpact- Data Scientist - Bengaluru,30000,1,0
A4,6.8,"WILP - ADAS , Artificial & Computation, Hyderabad",25000,0,1
B2AB,6.8,"Gameskraft, IT- Product Management",N/A,1,1
B1A7,6.8,AMAZON APPLIED SCIENTIST,153000,1,1
A2,6.794,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
A3,6.794,"Genpact AIML Data Scientist - AI Practice, Bengaluru",30000,1,0
A3,6.794,Genpact -Data Scientist - Hyderabad,30000,1,0
A4,6.79,"KFin Technologies Private Limited,Hyderabad",N/A,1,0
B5AA,6.79,"Convrse Spaces- Tech, Gurugram",N/A,1,1
B1AA,6.79,"CASHe, Hyderabad",N/A,1,1
A3,6.789,"DBOI- Global Reporting,Mumbai/Pune",50000,1,0
A8,6.784,Unique Solutions,N/A,1,0
A4,6.783,SHVND Private Limited,N/A,1,0
A1,7.792,Bharat Petroleum Corporation Limited,N/A,1,0
B3A4,6.78,"Ernst & Young LLP, Gurugram",38000,1,1
B3A1,6.78,DBOI MVRM Vals,50000,1,1
AA,6.779,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A7,6.776,"HERE Technologies India Pvt. Ltd,Mumbai",50000,1,0
A3,6.775,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A5,6.774,Centre for Effective Governance of India States (CEGIS) -Bengaluru,N/A,1,0
A7,6.773,"Morningstar - New Product Development, Mumbai",50000,1,0
B4A8,6.77,Udaan,N/A,1,1
N/A,6.07,"WILP - IOT,Hyderabad",25000,0,1
A4,6.765,"Hind High Vacuum (HHV), GOA",N/A,1,0
A7,6.76,"Synchrony, Hyderabad",45000,1,0
B5AA,6.76,Stampmyvisa- NON IT,N/A,1,1
A7,6.76,"ServCrust Private Limited, Hyderabad",10000,1,0
B1AA,6.76,PIEDS BITS Pilani,0,1,1
A1,6.471,Bharat Petroleum Corporation Limited,N/A,1,0
B4A4,6.76,"DBOI - GCAF,Mumbai",50000,1,1
B4AA,6.76,"ClearTax,Bengaluru",N/A,0,1
B3A3,6.76,AMAZON APPLIED SCIENTIST,153000,1,1
A3,6.757,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A7,6.755,Secureworks India Private Limited (a Dell Technologies Company),N/A,1,0
A8,6.755,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A4,6.752,"CricClubs India Private Limited, Hyderabad",N/A,1,0
A7,6.75,Secureworks India Private Limited (a Dell Technologies Company),N/A,1,0
A1,6.333,Bharat Petroleum Corporation Limited,N/A,1,0
B2A3,6.75,Indus IntelliRisk & IntelliSense Services Pvt Ltd (IIRIS),N/A,1,1
B5A4,6.75,Binocs - Founder's Office Intern,N/A,1,1
N/A,6.04,"WILP - Control systems,IC Engines, RSM,Hyderabad",25000,1,1
A3,6.743,"Samsung R & D Institute -,Bengaluru",N/A,1,0
